"p"	"odds"	"expected"	"counts"	"description"
"GO:2001141"	0.02737534161931	1.21181519818228	130.285330647868	150	"regulation of RNA biosynthetic process"
"GO:0002700"	0.027584057046648	2.38293808690116	3.62487411883182	8	"regulation of production of molecular mediator of immune response"
"GO:0030858"	0.0275932178151017	3.23844030365769	1.73363544813696	5	"positive regulation of epithelial cell differentiation"
"GO:0035850"	0.0275932178151017	3.23844030365769	1.73363544813696	5	"epithelial cell differentiation involved in kidney development"
"GO:0048742"	0.0275932178151017	3.23844030365769	1.73363544813696	5	"regulation of skeletal muscle fiber development"
"GO:1902115"	0.0275932178151017	3.23844030365769	1.73363544813696	5	"regulation of organelle assembly"
"GO:0009128"	0.0277948117204388	1.56673808492695	16.6534071836187	25	"purine nucleoside monophosphate catabolic process"
"GO:0002902"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"regulation of B cell apoptotic process"
"GO:0003299"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"muscle hypertrophy in response to stress"
"GO:0014898"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"cardiac muscle hypertrophy in response to stress"
"GO:0035855"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"megakaryocyte development"
"GO:0035964"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"COPI-coated vesicle budding"
"GO:0048200"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"Golgi transport vesicle coating"
"GO:0048205"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"COPI coating of Golgi vesicle"
"GO:0055119"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"relaxation of cardiac muscle"
"GO:0070875"	0.0278051252372389	5.43178170144462	0.682947297750923	3	"positive regulation of glycogen metabolic process"
"GO:0042306"	0.0279770509811096	1.90967215702784	7.19721383014434	13	"regulation of protein import into nucleus"
"GO:0009125"	0.0287318743221914	1.56124888553208	16.705941591138	25	"nucleoside monophosphate catabolic process"
"GO:0006487"	0.0289472943691788	2.11491996375717	5.04330312185297	10	"protein N-linked glycosylation"
"GO:0055006"	0.0292272331780556	2.79181141439206	2.36404833836858	6	"cardiac cell development"
"GO:0071900"	0.0293949494573761	1.5171676792464	19.2275931520645	28	"regulation of protein serine/threonine kinase activity"
"GO:0022414"	0.0294254145735389	1.31723636305185	49.7500839207788	63	"reproductive process"
"GO:0043409"	0.0295574820738268	2.02186088527552	5.7787848271232	11	"negative regulation of MAPK cascade"
"GO:0045598"	0.0297681786054124	2.34429481156697	3.67740852635112	8	"regulation of fat cell differentiation"
"GO:0000188"	0.0301224453137944	3.81485869013369	1.20829137294394	4	"inactivation of MAPK activity"
"GO:0032673"	0.0301224453137944	3.81485869013369	1.20829137294394	4	"regulation of interleukin-4 production"
"GO:0060081"	0.0301224453137944	3.81485869013369	1.20829137294394	4	"membrane hyperpolarization"
"GO:0002429"	0.030123548189976	1.75769306735137	9.56126216851292	16	"immune response-activating cell surface receptor signaling pathway"
"GO:0030111"	0.030123548189976	1.75769306735137	9.56126216851292	16	"regulation of Wnt signaling pathway"
"GO:0002009"	0.0303036528559805	1.51255413817938	19.2801275595838	28	"morphogenesis of an epithelium"
"GO:0036294"	0.0308211940829883	2.09042394387222	5.09583752937227	10	"cellular response to decreased oxygen levels"
"GO:0009123"	0.0309806994892511	1.4582783071578	23.5354145686472	33	"nucleoside monophosphate metabolic process"
"GO:0035065"	0.0310002422117815	3.12649230940085	1.78616985565626	5	"regulation of histone acetylation"
"GO:0086001"	0.0310002422117815	3.12649230940085	1.78616985565626	5	"cardiac muscle cell action potential"
"GO:0090003"	0.0310002422117815	3.12649230940085	1.78616985565626	5	"regulation of establishment of protein localization to plasma membrane"
"GO:0097028"	0.0310002422117815	3.12649230940085	1.78616985565626	5	"dendritic cell differentiation"
"GO:0030335"	0.0312051210681798	1.63788127691693	12.7658610271903	20	"positive regulation of cell migration"
"GO:0001817"	0.0312216133967944	1.47573938666376	21.8543135280295	31	"regulation of cytokine production"
"GO:0030518"	0.0313203807558951	2.00146341463415	5.8313192346425	11	"intracellular steroid hormone receptor signaling pathway"
"GO:0051270"	0.0313537402217563	1.4183535202699	27.8432359852299	38	"regulation of cellular component movement"
"GO:0002460"	0.0314742633653892	1.74701089624031	9.61379657603223	16	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0051352"	0.0320683752833165	2.30687830687831	3.72994293387043	8	"negative regulation of ligase activity"
"GO:0051444"	0.0320683752833165	2.30687830687831	3.72994293387043	8	"negative regulation of ubiquitin-protein transferase activity"
"GO:0048514"	0.0321137923006357	1.47178125136065	21.9068479355488	31	"blood vessel morphogenesis"
"GO:0000018"	0.0321749112371595	2.72177419354839	2.41658274588788	6	"regulation of DNA recombination"
"GO:0002260"	0.0321749112371595	2.72177419354839	2.41658274588788	6	"lymphocyte homeostasis"
"GO:0030850"	0.0321749112371595	2.72177419354839	2.41658274588788	6	"prostate gland development"
"GO:0036473"	0.0321749112371595	2.72177419354839	2.41658274588788	6	"cell death in response to oxidative stress"
"GO:0048844"	0.0321749112371595	2.72177419354839	2.41658274588788	6	"artery morphogenesis"
"GO:0060411"	0.0321749112371595	2.72177419354839	2.41658274588788	6	"cardiac septum morphogenesis"
"GO:0019318"	0.0327144763900802	1.65152584921942	12.0303793219201	19	"hexose metabolic process"
"GO:0042592"	0.0328492472344383	1.28634152460867	58.2081235313864	72	"homeostatic process"
"GO:0044706"	0.0328690842896801	1.73645589383294	9.66633098355153	16	"multi-multicellular organism process"
"GO:0009205"	0.033792191706234	1.29768237082067	52.8496139644176	66	"purine ribonucleoside triphosphate metabolic process"
"GO:0016571"	0.0339135525368677	2.15230742983878	4.46542463914065	9	"histone methylation"
"GO:0097194"	0.0339135525368677	2.15230742983878	4.46542463914065	9	"execution phase of apoptosis"
"GO:0001666"	0.0339873897093579	1.64355036423402	12.0829137294394	19	"response to hypoxia"
"GO:0014887"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"cardiac muscle adaptation"
"GO:0060976"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"coronary vasculature development"
"GO:0061323"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"cell proliferation involved in heart morphogenesis"
"GO:0072160"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"nephron tubule epithelial cell differentiation"
"GO:0097066"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"response to thyroid hormone"
"GO:1902176"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway"
"GO:2000114"	0.0340387620939138	4.93754560046695	0.735481705270225	3	"regulation of establishment of cell polarity"
"GO:0010923"	0.0341178741259724	2.44395426867155	3.09953004363881	7	"negative regulation of phosphatase activity"
"GO:0045446"	0.0341178741259724	2.44395426867155	3.09953004363881	7	"endothelial cell differentiation"
"GO:0046632"	0.0344870195890637	2.27063106796116	3.78247734138973	8	"alpha-beta T cell differentiation"
"GO:0030513"	0.0346916998128313	3.62379421221865	1.26082578046324	4	"positive regulation of BMP signaling pathway"
"GO:0035116"	0.0346916998128313	3.62379421221865	1.26082578046324	4	"embryonic hindlimb morphogenesis"
"GO:0042491"	0.0346916998128313	3.62379421221865	1.26082578046324	4	"auditory receptor cell differentiation"
"GO:0043276"	0.0346916998128313	3.62379421221865	1.26082578046324	4	"anoikis"
"GO:0071359"	0.0346916998128313	3.62379421221865	1.26082578046324	4	"cellular response to dsRNA"
"GO:2000826"	0.0346916998128313	3.62379421221865	1.26082578046324	4	"regulation of heart morphogenesis"
"GO:0007259"	0.0348225968431632	2.04308332117321	5.20090634441088	10	"JAK-STAT cascade"
"GO:0051223"	0.0350477569673635	1.51473460721868	17.8616985565626	26	"regulation of protein transport"
"GO:0016568"	0.0351487229449757	1.43317023920472	24.6386371265525	34	"chromatin modification"
"GO:0019229"	0.0353093214033631	2.65515342250197	2.46911715340718	6	"regulation of vasoconstriction"
"GO:0031341"	0.0353093214033631	2.65515342250197	2.46911715340718	6	"regulation of cell killing"
"GO:0043367"	0.0353093214033631	2.65515342250197	2.46911715340718	6	"CD4-positive, alpha-beta T cell differentiation"
"GO:0051276"	0.0356458607918786	1.35056029967303	36.8791540785498	48	"chromosome organization"
"GO:0002716"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"negative regulation of natural killer cell mediated immunity"
"GO:0003174"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"mitral valve development"
"GO:0003183"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"mitral valve morphogenesis"
"GO:0003256"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation"
"GO:0003348"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"cardiac endothelial cell differentiation"
"GO:0009912"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"auditory receptor cell fate commitment"
"GO:0014854"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"response to inactivity"
"GO:0032211"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"negative regulation of telomere maintenance via telomerase"
"GO:0032287"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"peripheral nervous system myelin maintenance"
"GO:0035405"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"histone-threonine phosphorylation"
"GO:0045764"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"positive regulation of cellular amino acid metabolic process"
"GO:0045943"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"positive regulation of transcription from RNA polymerase I promoter"
"GO:0045953"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"negative regulation of natural killer cell mediated cytotoxicity"
"GO:0048304"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"positive regulation of isotype switching to IgG isotypes"
"GO:0048733"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"sebaceous gland development"
"GO:0051974"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"negative regulation of telomerase activity"
"GO:0060044"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"negative regulation of cardiac muscle cell proliferation"
"GO:0060120"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"inner ear receptor cell fate commitment"
"GO:0060373"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"regulation of ventricular cardiac muscle cell membrane depolarization"
"GO:0060837"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"blood vessel endothelial cell differentiation"
"GO:0060947"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"cardiac vascular smooth muscle cell differentiation"
"GO:0060956"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"endocardial cell differentiation"
"GO:0070198"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"protein localization to chromosome, telomeric region"
"GO:0097011"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"cellular response to granulocyte macrophage colony-stimulating factor stimulus"
"GO:0097012"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"response to granulocyte macrophage colony-stimulating factor"
"GO:1901522"	0.0358923924585009	9.04326923076923	0.315206445115811	2	"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus"
"GO:0002682"	0.0364408282481058	1.29373732251521	52.1666666666667	65	"regulation of immune system process"
"GO:0009190"	0.0366955802493202	1.88262383466247	6.72440416247063	12	"cyclic nucleotide biosynthetic process"
"GO:0052652"	0.0366955802493202	1.88262383466247	6.72440416247063	12	"cyclic purine nucleotide metabolic process"
"GO:0009144"	0.0369272148514509	1.29019274376417	53.1122860020141	66	"purine nucleoside triphosphate metabolic process"
"GO:0030510"	0.0369469478584497	2.39762855488158	3.15206445115811	7	"regulation of BMP signaling pathway"
"GO:0070167"	0.0369469478584497	2.39762855488158	3.15206445115811	7	"regulation of biomineral tissue development"
"GO:0071260"	0.0369469478584497	2.39762855488158	3.15206445115811	7	"cellular response to mechanical stimulus"
"GO:0045471"	0.0369532801773129	2.02020202020202	5.25344075193018	10	"response to ethanol"
"GO:0000082"	0.0370201359595414	1.65000991801111	11.3999664316885	18	"G1/S transition of mitotic cell cycle"
"GO:2001020"	0.0370561910314884	1.94264740705659	5.9889224572004	11	"regulation of response to DNA damage stimulus"
"GO:0006793"	0.037111396631259	1.18222464134365	161.333165491776	181	"phosphorus metabolic process"
"GO:0033157"	0.0372591137654015	1.67563129632095	10.611950318899	17	"regulation of intracellular protein transport"
"GO:0009199"	0.0375806585204394	1.28870431893688	53.1648204095334	66	"ribonucleoside triphosphate metabolic process"
"GO:0051249"	0.0377976796757926	1.54505657984587	15.497650218194	23	"regulation of lymphocyte activation"
"GO:0040017"	0.038143911586934	1.5779818385879	13.8690835850957	21	"positive regulation of locomotion"
"GO:0030520"	0.038575454012809	2.92426367461431	1.89123867069486	5	"intracellular estrogen receptor signaling pathway"
"GO:0060603"	0.038575454012809	2.92426367461431	1.89123867069486	5	"mammary gland duct morphogenesis"
"GO:1900407"	0.038575454012809	2.92426367461431	1.89123867069486	5	"regulation of cellular response to oxidative stress"
"GO:0030888"	0.0386336518081036	2.59170506912442	2.52165156092649	6	"regulation of B cell proliferation"
"GO:0031058"	0.0386336518081036	2.59170506912442	2.52165156092649	6	"positive regulation of histone modification"
"GO:0002819"	0.0391726263927702	1.99782360496646	5.30597515944948	10	"regulation of adaptive immune response"
"GO:0036293"	0.0394478227870138	1.61239032987242	12.2930513595166	19	"response to decreased oxygen levels"
"GO:0002026"	0.0396405728323061	3.45092635124789	1.31336018798254	4	"regulation of the force of heart contraction"
"GO:0003197"	0.0396405728323061	3.45092635124789	1.31336018798254	4	"endocardial cushion development"
"GO:0033574"	0.0396405728323061	3.45092635124789	1.31336018798254	4	"response to testosterone"
"GO:0045739"	0.0396405728323061	3.45092635124789	1.31336018798254	4	"positive regulation of DNA repair"
"GO:0048821"	0.0396405728323061	3.45092635124789	1.31336018798254	4	"erythrocyte development"
"GO:0060444"	0.0396405728323061	3.45092635124789	1.31336018798254	4	"branching involved in mammary gland duct morphogenesis"
"GO:0006977"	0.0399262458727554	2.35301860826901	3.20459885867741	7	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
"GO:0046823"	0.0399262458727554	2.35301860826901	3.20459885867741	7	"negative regulation of nucleocytoplasmic transport"
"GO:0051928"	0.0399262458727554	2.35301860826901	3.20459885867741	7	"positive regulation of calcium ion transport"
"GO:0044843"	0.0399533492425029	1.63329732914375	11.5050352467271	18	"cell cycle G1/S phase transition"
"GO:0006259"	0.0404627525187243	1.31543456543457	42.5528700906344	54	"DNA metabolic process"
"GO:0048562"	0.0409077459413349	1.60478064555495	12.3455857670359	19	"embryonic organ morphogenesis"
"GO:0002507"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"tolerance induction"
"GO:0003203"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"endocardial cushion morphogenesis"
"GO:0030852"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"regulation of granulocyte differentiation"
"GO:0048194"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"Golgi vesicle budding"
"GO:0051154"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"negative regulation of striated muscle cell differentiation"
"GO:0060914"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"heart formation"
"GO:0090049"	0.0409306616450404	4.52568218298555	0.788016112789527	3	"regulation of cell migration involved in sprouting angiogenesis"
"GO:0014902"	0.0410542843714557	2.0700203106087	4.62302786169856	9	"myotube differentiation"
"GO:0050863"	0.041481697994924	1.62506513809276	11.5575696542464	18	"regulation of T cell activation"
"GO:0001568"	0.0419974363824846	1.40956340956341	25.0063779791876	34	"blood vessel development"
"GO:0008286"	0.0420815163174466	1.74608290804906	8.40550520308829	14	"insulin receptor signaling pathway"
"GO:0010595"	0.04215067096229	2.53120780195049	2.57418596844579	6	"positive regulation of endothelial cell migration"
"GO:0070252"	0.04215067096229	2.53120780195049	2.57418596844579	6	"actin-mediated cell contraction"
"GO:1903310"	0.04215067096229	2.53120780195049	2.57418596844579	6	"positive regulation of chromatin modification"
"GO:0016051"	0.0422747368518165	1.70775368248773	9.19352131587781	15	"carbohydrate biosynthetic process"
"GO:0002697"	0.0424066112922408	1.5972410965768	12.3981201745552	19	"regulation of immune effector process"
"GO:0032434"	0.0424751912192787	2.16838139400087	3.94008056394763	8	"regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0044724"	0.0426675496863887	1.83467002436154	6.88200738502853	12	"single-organism carbohydrate catabolic process"
"GO:0002204"	0.0427503721319238	2.83262882447665	1.94377307821417	5	"somatic recombination of immunoglobulin genes involved in immune response"
"GO:0002208"	0.0427503721319238	2.83262882447665	1.94377307821417	5	"somatic diversification of immunoglobulins involved in immune response"
"GO:0002889"	0.0427503721319238	2.83262882447665	1.94377307821417	5	"regulation of immunoglobulin mediated immune response"
"GO:0008631"	0.0427503721319238	2.83262882447665	1.94377307821417	5	"intrinsic apoptotic signaling pathway in response to oxidative stress"
"GO:0045190"	0.0427503721319238	2.83262882447665	1.94377307821417	5	"isotype switching"
"GO:0090502"	0.0427503721319238	2.83262882447665	1.94377307821417	5	"RNA phosphodiester bond hydrolysis, endonucleolytic"
"GO:0033554"	0.0429598550164127	1.25061875061875	66.4034911043974	80	"cellular response to stress"
"GO:0002433"	0.0430580260066659	2.31003084153326	3.25713326619671	7	"immune response-regulating cell surface receptor signaling pathway involved in phagocytosis"
"GO:0002698"	0.0430580260066659	2.31003084153326	3.25713326619671	7	"negative regulation of immune effector process"
"GO:0038094"	0.0430580260066659	2.31003084153326	3.25713326619671	7	"Fc-gamma receptor signaling pathway"
"GO:0038096"	0.0430580260066659	2.31003084153326	3.25713326619671	7	"Fc-gamma receptor signaling pathway involved in phagocytosis"
"GO:0072431"	0.0430580260066659	2.31003084153326	3.25713326619671	7	"signal transduction involved in mitotic G1 DNA damage checkpoint"
"GO:1902400"	0.0430580260066659	2.31003084153326	3.25713326619671	7	"intracellular signal transduction involved in G1 DNA damage checkpoint"
"GO:0010564"	0.0432625685410238	1.42955781808945	22.4847264182612	31	"regulation of cell cycle process"
"GO:0072521"	0.0433215355585829	1.25159337356941	65.5104061765693	79	"purine-containing compound metabolic process"
"GO:0010954"	0.0436441189112007	2.04396272285251	4.67556226921786	9	"positive regulation of protein processing"
"GO:1903319"	0.0436441189112007	2.04396272285251	4.67556226921786	9	"positive regulation of protein maturation"
"GO:0045732"	0.0438829017475455	1.95451054322022	5.41104397448808	10	"positive regulation of protein catabolic process"
"GO:0009611"	0.0442775067375357	1.30048450255525	44.6017119838872	56	"response to wounding"
"GO:0035239"	0.0443369190461674	1.51647897695637	15.7603222557905	23	"tube morphogenesis"
"GO:0051090"	0.0443369190461674	1.51647897695637	15.7603222557905	23	"regulation of sequence-specific DNA binding transcription factor activity"
"GO:0007616"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"long-term memory"
"GO:0043489"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"RNA stabilization"
"GO:0043666"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"regulation of phosphoprotein phosphatase activity"
"GO:0043928"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"
"GO:0044743"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"intracellular protein transmembrane import"
"GO:0048255"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"mRNA stabilization"
"GO:0060396"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"growth hormone receptor signaling pathway"
"GO:0070849"	0.0449701240261484	3.29377375036539	1.36589459550185	4	"response to epidermal growth factor"
"GO:0051222"	0.0452614962062726	1.63080114078299	10.8746223564955	17	"positive regulation of protein transport"
"GO:1903322"	0.0455698178677057	1.76557668427844	7.72255790533736	13	"positive regulation of protein modification by small protein conjugation or removal"
"GO:0033143"	0.0458627215819028	2.47346041055718	2.62672037596509	6	"regulation of intracellular steroid hormone receptor signaling pathway"
"GO:0048546"	0.0458627215819028	2.47346041055718	2.62672037596509	6	"digestive tract morphogenesis"
"GO:0060840"	0.0458627215819028	2.47346041055718	2.62672037596509	6	"artery development"
"GO:0071695"	0.0458627215819028	2.47346041055718	2.62672037596509	6	"anatomical structure maturation"
"GO:0019219"	0.0462329667325128	1.16911645266454	168.215172876804	187	"regulation of nucleobase-containing compound metabolic process"
"GO:0042303"	0.0463412870585325	2.01854853232487	4.72809667673716	9	"molting cycle"
"GO:0042633"	0.0463412870585325	2.01854853232487	4.72809667673716	9	"hair cycle"
"GO:0045766"	0.0463412870585325	2.01854853232487	4.72809667673716	9	"positive regulation of angiogenesis"
"GO:0072401"	0.0463442947885692	2.26857835218094	3.30966767371601	7	"signal transduction involved in DNA integrity checkpoint"
"GO:0072413"	0.0463442947885692	2.26857835218094	3.30966767371601	7	"signal transduction involved in mitotic cell cycle checkpoint"
"GO:0072422"	0.0463442947885692	2.26857835218094	3.30966767371601	7	"signal transduction involved in DNA damage checkpoint"
"GO:1902402"	0.0463442947885692	2.26857835218094	3.30966767371601	7	"signal transduction involved in mitotic DNA damage checkpoint"
"GO:1902403"	0.0463442947885692	2.26857835218094	3.30966767371601	7	"signal transduction involved in mitotic DNA integrity checkpoint"
"GO:0060562"	0.0469804741605452	1.5212472406181	15.0248405505203	22	"epithelial tube morphogenesis"
"GO:0001709"	0.0471866333283943	2.74654760162007	1.99630748573347	5	"cell fate determination"
"GO:0002712"	0.0471866333283943	2.74654760162007	1.99630748573347	5	"regulation of B cell mediated immunity"
"GO:0016925"	0.0471866333283943	2.74654760162007	1.99630748573347	5	"protein sumoylation"
"GO:0060428"	0.0471866333283943	2.74654760162007	1.99630748573347	5	"lung epithelium development"
"GO:2000756"	0.0471866333283943	2.74654760162007	1.99630748573347	5	"regulation of peptidyl-lysine acetylation"
"GO:0044087"	0.0471950184454809	1.42573869083936	21.8017791205102	30	"regulation of cellular component biogenesis"
"GO:0051094"	0.0474592791250803	1.3205146799826	37.6146357838201	48	"positive regulation of developmental process"
"GO:0045595"	0.0475318085465434	1.26222880965387	56.6320913058073	69	"regulation of cell differentiation"
"GO:0045765"	0.0479260976956916	1.71046628942405	8.56310842564619	14	"regulation of angiogenesis"
"GO:0050870"	0.0479260976956916	1.71046628942405	8.56310842564619	14	"positive regulation of T cell activation"
"GO:0030177"	0.0484296976036325	2.10515454246987	4.04514937898624	8	"positive regulation of Wnt signaling pathway"
"GO:0001522"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"pseudouridine synthesis"
"GO:0001783"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"B cell apoptotic process"
"GO:0002707"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"negative regulation of lymphocyte mediated immunity"
"GO:0043153"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"entrainment of circadian clock by photoperiod"
"GO:0043921"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"modulation by host of viral transcription"
"GO:0052472"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"modulation by host of symbiont transcription"
"GO:0060716"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"labyrinthine layer blood vessel development"
"GO:0072148"	0.0484665677877956	4.1771823681936	0.840550520308828	3	"epithelial cell fate commitment"
"GO:1902532"	0.0484843652875254	1.5153692365363	15.0773749580396	22	"negative regulation of intracellular signal transduction"
"GO:0002093"	0.04852644381638	7.23397435897436	0.367740852635112	2	"auditory receptor cell morphogenesis"
"GO:0002676"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of chronic inflammatory response"
"GO:0003128"	0.04852644381638	7.23397435897436	0.367740852635112	2	"heart field specification"
"GO:0003139"	0.04852644381638	7.23397435897436	0.367740852635112	2	"secondary heart field specification"
"GO:0003159"	0.04852644381638	7.23397435897436	0.367740852635112	2	"morphogenesis of an endothelium"
"GO:0008635"	0.04852644381638	7.23397435897436	0.367740852635112	2	"activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c"
"GO:0014010"	0.04852644381638	7.23397435897436	0.367740852635112	2	"Schwann cell proliferation"
"GO:0014807"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of somitogenesis"
"GO:0014832"	0.04852644381638	7.23397435897436	0.367740852635112	2	"urinary bladder smooth muscle contraction"
"GO:0015911"	0.04852644381638	7.23397435897436	0.367740852635112	2	"plasma membrane long-chain fatty acid transport"
"GO:0033689"	0.04852644381638	7.23397435897436	0.367740852635112	2	"negative regulation of osteoblast proliferation"
"GO:0042790"	0.04852644381638	7.23397435897436	0.367740852635112	2	"transcription of nuclear large rRNA transcript from RNA polymerase I promoter"
"GO:0044381"	0.04852644381638	7.23397435897436	0.367740852635112	2	"glucose import in response to insulin stimulus"
"GO:0045348"	0.04852644381638	7.23397435897436	0.367740852635112	2	"positive regulation of MHC class II biosynthetic process"
"GO:0045714"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of low-density lipoprotein particle receptor biosynthetic process"
"GO:0048308"	0.04852644381638	7.23397435897436	0.367740852635112	2	"organelle inheritance"
"GO:0048313"	0.04852644381638	7.23397435897436	0.367740852635112	2	"Golgi inheritance"
"GO:0060073"	0.04852644381638	7.23397435897436	0.367740852635112	2	"micturition"
"GO:0060215"	0.04852644381638	7.23397435897436	0.367740852635112	2	"primitive hemopoiesis"
"GO:0060253"	0.04852644381638	7.23397435897436	0.367740852635112	2	"negative regulation of glial cell proliferation"
"GO:0060316"	0.04852644381638	7.23397435897436	0.367740852635112	2	"positive regulation of ryanodine-sensitive calcium-release channel activity"
"GO:0060439"	0.04852644381638	7.23397435897436	0.367740852635112	2	"trachea morphogenesis"
"GO:0061085"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of histone H3-K27 methylation"
"GO:0061154"	0.04852644381638	7.23397435897436	0.367740852635112	2	"endothelial tube morphogenesis"
"GO:0061316"	0.04852644381638	7.23397435897436	0.367740852635112	2	"canonical Wnt signaling pathway involved in heart development"
"GO:0071361"	0.04852644381638	7.23397435897436	0.367740852635112	2	"cellular response to ethanol"
"GO:0071372"	0.04852644381638	7.23397435897436	0.367740852635112	2	"cellular response to follicle-stimulating hormone stimulus"
"GO:0085020"	0.04852644381638	7.23397435897436	0.367740852635112	2	"protein K6-linked ubiquitination"
"GO:0086014"	0.04852644381638	7.23397435897436	0.367740852635112	2	"atrial cardiac muscle cell action potential"
"GO:0086026"	0.04852644381638	7.23397435897436	0.367740852635112	2	"atrial cardiac muscle cell to AV node cell signaling"
"GO:0086066"	0.04852644381638	7.23397435897436	0.367740852635112	2	"atrial cardiac muscle cell to AV node cell communication"
"GO:0090051"	0.04852644381638	7.23397435897436	0.367740852635112	2	"negative regulation of cell migration involved in sprouting angiogenesis"
"GO:2000074"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of type B pancreatic cell development"
"GO:2000628"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of miRNA metabolic process"
"GO:2000679"	0.04852644381638	7.23397435897436	0.367740852635112	2	"positive regulation of transcription regulatory region DNA binding"
"GO:2001273"	0.04852644381638	7.23397435897436	0.367740852635112	2	"regulation of glucose import in response to insulin stimulus"
"GO:0007498"	0.0489638457425747	1.91302118933698	5.51611278952669	10	"mesoderm development"
"GO:1903050"	0.0489638457425747	1.91302118933698	5.51611278952669	10	"regulation of proteolysis involved in cellular protein catabolic process"
"GO:0060402"	0.0491471449643353	1.99375420010278	4.78063108425646	9	"calcium ion transport into cytosol"
"GO:0009141"	0.0493084510361344	1.26531036531037	54.0053709298422	66	"nucleoside triphosphate metabolic process"
"GO:0010830"	0.0497717165880048	2.41827956989247	2.67925478348439	6	"regulation of myotube differentiation"
"GO:0035710"	0.0497717165880048	2.41827956989247	2.67925478348439	6	"CD4-positive, alpha-beta T cell activation"
